Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Pete Alonso","BAL",157,679,601,154,85,30,1,38,91,110,60,3,156,14,5,0,,3,1,0.256882,0.088708,0.229827,0.385977,0.335793,0.500007,0.356595,0.8358,0.243125,2.75807,0.28269,-1.61069,-0.866556,104.232,24.0029,131.633,-2.47725,-2.04634,22.838239669799805,-14.771342039108276,3.2164,26.100000381469727,,,,,,,936.2,5.963057324,936.2,5.963057324,,,,,,,,,,,,,,,,,,,"Pete Alonso","19251",624413
"Kyle Schwarber","PHI",159,686,577,138,71,22,1,43,96,107,97,3,192,7,5,0,,6,4,0.238876,0.141477,0.28007,0.505147,0.352604,0.506074,0.366925,0.858678,0.267198,3.10298,0.272943,-1.72667,-1.48268,111.06,30.0035,135.33,-3.20935,-0.141726,25.515599727630615,-17.091725185513496,3.19699,24.690000534057617,,,,,,,981.7,6.174213836,981.7,6.174213836,,,,,,,,,,,,,,,,,,,"Kyle Schwarber","16478",656941
"Ceddanne Rafaela","BOS",141,609,566,146,93,31,4,18,76,72,29,1,132,8,4,3,,23,7,0.258041,0.0468241,0.216703,0.216075,0.300336,0.424542,0.312081,0.724877,0.166501,6.46988,0.304502,0.876478,0.907186,71.4762,-0.481862,95.3283,1.78366,9.45349,-1.5695582628250122,11.628490447998047,3.17371,138.8300018310547,,,,,,,668.6,4.741843971,668.6,4.741843971,,,,,,,,,,,,,,,,,,,"Ceddanne Rafaela","24262",678882
"Alex Bregman","CHC",156,672,590,146,97,29,1,19,80,75,69,2,93,8,5,0,,3,1,0.247155,0.102693,0.138152,0.743333,0.332056,0.394802,0.319569,0.726858,0.147647,3.05967,0.263224,-0.783938,-1.07859,82.9561,3.55414,106.293,-1.86252,3.07355,3.1493122577667236,5.473548650741577,3.16969,121.55000305175781,,,,,,,729.9,4.678846153,729.9,4.678846153,,,,,,,,,,,,,,,,,,,"Alex Bregman","17678",608324
"Freddie Freeman","LAD",151,651,572,156,98,33,1,24,87,90,66,3,123,8,5,1,,9,2,0.273363,0.101099,0.188428,0.536539,0.354063,0.459171,0.351586,0.813234,0.185808,3.77628,0.308529,-0.923576,-0.241744,97.2861,20.3654,126.942,-1.16532,1.02982,19.622239351272583,-10.645184516906738,3.13444,72.30999755859375,,,,,,,862.1,5.709271523,862.1,5.709271523,,,,,,,,,,,,,,,,,,,"Freddie Freeman","5361",518692
"Yainer Diaz","HOU",128,509,477,131,86,24,1,19,60,68,24,1,86,3,4,2,,2,1,0.27388,0.0480364,0.169829,0.282852,0.310779,0.449031,0.325669,0.75981,0.175151,2.91707,0.297797,0.0156314,-0.606281,65.3806,5.21469,109.46,-0.59065,-0.46379,5.086804032325745,7.611210078001022,3.09228,112.5199966430664,,,,,,,592.5,4.62890625,592.5,4.62890625,,,,,,,,,,,,,,,,,,,"Yainer Diaz","23003",673237
"Steven Kwan","CLE",154,665,592,161,120,29,3,8,83,57,62,1,62,5,5,2,,19,5,0.272094,0.0934155,0.0926173,1.00862,0.343617,0.373946,0.317304,0.717563,0.101852,5.34941,0.290167,0.768716,0.540799,80.8687,2.2938,104.307,1.30952,9.76977,4.685170412063599,2.6447715759277344,3.0917,170.52000427246094,,,,,,,709.1,4.604545454,709.1,4.604545454,,,,,,,,,,,,,,,,,,,"Steven Kwan","24610",680757
"Carlos Correa","HOU",131,567,505,133,89,26,1,17,68,68,53,2,109,3,4,1,,1,1,0.26317,0.093786,0.192673,0.486762,0.334977,0.421127,0.329107,0.756103,0.157956,2.3666,0.30229,-0.0329021,-1.03857,74.3849,7.3895,111.829,-1.07147,1.71044,6.8333200216293335,3.8354374170303345,3.0882,276.8299865722656,,,,,,,647.8,4.945038167,647.8,4.945038167,,,,,,,,,,,,,,,,,,,"Carlos Correa","14162",621043
"Andrés Giménez","TOR",138,595,534,134,93,27,2,12,68,60,38,1,104,16,4,3,,23,5,0.250598,0.0642238,0.174487,0.368072,0.317594,0.374884,0.305248,0.692478,0.124286,5.69224,0.288901,0.00551038,1.65717,66.5325,-3.77138,95.4215,1.66268,4.70055,-1.548094630241394,11.075549602508545,3.07003,469.8599853515625,,,,,,,610.6,4.424637681,610.6,4.424637681,,,,,,,,,,,,,,,,,,,"Andres Gimenez","19950",665926
"Seiya Suzuki","CHC",146,630,557,143,86,27,4,27,87,86,65,3,158,4,4,0,,8,4,0.257503,0.102514,0.250592,0.409089,0.336512,0.464782,0.344371,0.801294,0.207279,4.6458,0.309066,-0.484189,-0.958019,90.4577,16.0183,123.283,-1.44221,0.627602,15.942721366882324,-6.922397792339325,3.06739,97.55000305175781,,,,,,,809.7,5.54589041,809.7,5.54589041,,,,,,,,,,,,,,,,,,,"Seiya Suzuki","30116",673548
"Oneil Cruz","PIT",125,539,476,115,66,23,3,23,72,71,55,2,158,4,4,0,,29,6,0.242357,0.101945,0.292944,0.348003,0.32331,0.450077,0.333184,0.773387,0.20772,6.69915,0.308466,0.466438,2.50492,72.4957,8.80866,111.943,2.97135,-0.310258,10.601019144058228,1.4147421717643738,3.0641,90.23999786376953,,,,,,,683.3,5.4664,683.3,5.4664,,,,,,,,,,,,,,,,,,,"Oneil Cruz","21711",665833
"Gleyber Torres","DET",154,665,582,153,105,28,1,19,81,74,73,2,113,4,5,1,,6,2,0.262927,0.110039,0.169206,0.650327,0.346708,0.410271,0.331872,0.756979,0.147344,3.16494,0.294745,-0.963378,-0.977827,88.7344,10.1596,112.907,-1.9412,-3.77887,8.175225615501404,-1.4038736820220947,3.03455,251.7899932861328,,,,,,,777.1,5.046103896,777.1,5.046103896,,,,,,,,,,,,,,,,,,,"Gleyber Torres","16997",650402
"Hunter Goodman","COL",144,583,538,139,77,31,3,28,74,86,35,1,150,6,4,0,,2,2,0.257699,0.0606084,0.257219,0.23563,0.308776,0.484301,0.337707,0.793077,0.226602,3.63957,0.303198,-0.18739,-1.02305,80.6101,11.6769,103.273,-1.21044,4.92401,1.052375316619873,9.149008750915527,3.0296,66.93000030517578,,,,,,,731.8,5.081944444,731.8,5.081944444,,,,,,,,,,,,,,,,,,,"Hunter Goodman","29715",696100
"Brendan Donovan","SEA",130,560,495,128,89,25,1,13,67,62,49,2,85,10,4,2,,5,3,0.259429,0.086694,0.151839,0.570961,0.335826,0.39353,0.320702,0.729356,0.134101,3.14225,0.287155,-0.277667,-1.22606,69.6451,3.47679,111.995,-1.50373,2.43131,6.413182497024536,3.7313090562820435,3.00991,306.7200012207031,,,,,,,600.3,4.617692307,600.3,4.617692307,,,,,,,,,,,,,,,,,,,"Brendan Donovan","24679",680977
"Andy Pages","LAD",139,602,543,138,83,29,1,25,74,83,43,2,135,10,4,1,,8,7,0.253608,0.0716823,0.224447,0.319373,0.318151,0.448976,0.330507,0.767127,0.195368,3.6482,0.291009,0.45056,-2.09368,79.661,8.5301,112.503,-1.64312,0.312645,7.277350425720215,2.062645137310028,3.00478,141.58999633789062,,,,,,,709.2,5.102158273,709.2,5.102158273,,,,,,,,,,,,,,,,,,,"Andy Pages","24816",681624
"Francisco Alvarez","NYM",112,446,394,95,56,18,1,20,56,60,43,2,113,6,3,0,,1,0,0.241965,0.0962012,0.25242,0.381116,0.323578,0.446751,0.332622,0.770329,0.204786,2.76219,0.283809,-0.295861,-0.626814,59.757,7.08234,116.743,-0.922675,0.0662538,7.923876106739044,6.591253943741322,3.00257,178.13999938964844,,,,,,,532.8,4.757142857,532.8,4.757142857,,,,,,,,,,,,,,,,,,,"Francisco Alvarez","26121",682626
"Jarren Duran","BOS",139,602,538,143,83,35,8,17,93,74,50,2,138,7,4,2,,24,5,0.264786,0.0828084,0.229119,0.361421,0.332739,0.451366,0.337663,0.784105,0.18658,7.73446,0.324543,2.06541,1.6978,83.1583,12.0274,112.951,3.76321,4.28867,12.952259302139282,-4.761327743530273,2.95794,70.13999938964844,,,,,,,772.3,5.556115107,772.3,5.556115107,,,,,,,,,,,,,,,,,,,"Jarren Duran","24617",680776
"Mike Trout","LAA",130,560,476,116,67,19,2,28,77,77,73,2,164,7,4,0,,4,1,0.244108,0.13036,0.293191,0.444626,0.349977,0.468133,0.353191,0.81811,0.224025,4.07162,0.306827,-0.636743,-0.307472,84.417,18.2487,126.666,-0.944214,1.15475,16.656030118465424,-7.145245313644409,2.94507,173.1699981689453,,,,,,,748.1,5.754615384,748.1,5.754615384,,,,,,,,,,,,,,,,,,,"Mike Trout","10155",545361
"Jung Hoo Lee","SFG",141,609,542,147,97,34,5,12,83,66,54,2,79,6,4,2,,10,4,0.271628,0.0890342,0.130145,0.684116,0.342302,0.419416,0.331653,0.761718,0.147788,5.44743,0.296751,1.02355,-0.513293,81.1538,9.19574,115.171,0.510258,1.54694,11.46090292930603,-3.478055715560913,2.88976,326.6199951171875,,,,,,,708.9,5.027659574,708.9,5.027659574,,,,,,,,,,,,,,,,,,,"Jung Hoo Lee","33824",808982
"Brice Turang","MIL",151,651,580,148,106,26,2,15,77,67,61,1,131,2,5,3,,29,7,0.255866,0.0942967,0.201856,0.467149,0.327081,0.383678,0.312412,0.710759,0.127811,5.52836,0.305277,0.575996,2.07778,76.5809,-0.339734,100.352,2.65377,1.08273,2.925556570291519,3.5577272176742554,2.8793,54.720001220703125,,,,,,,701.1,4.643046357,701.1,4.643046357,,,,,,,,,,,,,,,,,,,"Brice Turang","22186",668930
"Brent Rooker","ATH",154,665,589,155,88,31,2,34,90,101,63,3,166,8,5,0,,7,2,0.262663,0.0948489,0.250038,0.379338,0.340096,0.492682,0.356088,0.832778,0.230018,4.03155,0.30765,-0.439071,-0.405235,101.809,23.2342,127.02,-0.844307,0.271295,20.333540320396423,-15.253705024719238,2.86148,53.52000045776367,,,,,,,920.6,5.977922077,920.6,5.977922077,,,,,,,,,,,,,,,,,,,"Brent Rooker","19627",667670
"James Wood","WSN",149,644,563,144,85,31,3,26,86,84,73,3,182,4,5,0,,17,5,0.256544,0.113124,0.282783,0.400037,0.343373,0.458474,0.345995,0.801847,0.20193,5.0661,0.329799,0.369478,0.169594,93.3168,17.2232,122.623,0.539072,1.18894,17.806563913822174,-11.5110582113266,2.83626,31.309999465942383,,,,,,,844.1,5.665100671,844.1,5.665100671,,,,,,,,,,,,,,,,,,,"James Wood","29518",695578
"Daulton Varsho","TOR",138,595,539,125,72,26,3,23,74,77,48,1,150,4,4,0,,11,3,0.231721,0.0803671,0.251563,0.319471,0.297473,0.422772,0.310849,0.720245,0.191051,5.32017,0.274201,0.22548,0.242929,69.2381,-1.06576,99.2797,0.468409,5.11288,-0.03674235939979553,7.237878322601318,2.83202,210.4499969482422,,,,,,,638.2,4.624637681,638.2,4.624637681,,,,,,,,,,,,,,,,,,,"Daulton Varsho","19918",662139
"Royce Lewis","MIN",131,567,516,131,83,27,1,21,65,73,43,1,120,3,4,1,,14,3,0.254804,0.0763278,0.211121,0.361536,0.313819,0.432508,0.322207,0.746327,0.177704,4.31038,0.291274,-0.264532,0.788437,71.2084,4.213,105.742,0.523905,2.14132,4.361200332641602,3.766319751739502,2.8282,171.3800048828125,,,,,,,655.2,5.001526717,655.2,5.001526717,,,,,,,,,,,,,,,,,,,"Royce Lewis","20437",668904
"Luis Robert Jr.","NYM",131,567,512,124,77,24,1,22,67,75,45,1,152,6,4,0,,34,8,0.242181,0.0788447,0.26751,0.294736,0.308695,0.423498,0.316969,0.732193,0.181317,5.63181,0.297091,-0.754921,2.50017,68.797,1.80154,106.02,1.74525,1.12302,5.790640473365784,2.9480199813842773,2.82412,106.97000122070312,,,,,,,659.7,5.035877862,659.7,5.035877862,,,,,,,,,,,,,,,,,,,"Luis Robert Jr.","20043",673357
"CJ Abrams","WSN",146,630,569,147,94,31,4,18,81,71,41,1,119,13,4,2,,32,7,0.257831,0.0652199,0.188701,0.345625,0.320474,0.421894,0.322149,0.742368,0.164062,6.60534,0.294544,0.844906,2.36976,79.0906,4.65129,106.287,3.21467,-7.55106,7.909295082092285,-1.3010635375976562,2.8206,58,,,,,,,739.3,5.06369863,739.3,5.06369863,,,,,,,,,,,,,,,,,,,"CJ Abrams","25768",682928
"Joey Ortiz","MIL",146,630,570,141,95,31,4,13,75,64,47,1,111,5,4,4,,15,5,0.248374,0.074692,0.176739,0.422612,0.309554,0.380863,0.30216,0.690418,0.13249,5.50843,0.286464,0.587737,0.0875759,68.8666,-5.57271,93.3293,0.675313,4.10389,-4.3055999875068665,10.853886127471924,2.81447,737.0700073242188,,,,,,,625,4.280821917,625,4.280821917,,,,,,,,,,,,,,,,,,,"Joey Ortiz","25493",687401
"Taylor Ward","BAL",152,658,582,142,85,28,1,28,84,90,65,2,160,6,5,0,,6,2,0.244188,0.0994126,0.242913,0.409252,0.325056,0.439088,0.330688,0.764144,0.1949,3.53318,0.287034,-0.838113,-0.784102,87.168,9.42024,113.787,-1.62221,2.82712,9.069989919662476,-4.222878932952881,2.81302,159.33999633789062,,,,,,,782.1,5.145394736,782.1,5.145394736,,,,,,,,,,,,,,,,,,,"Taylor Ward","17548",621493
"Wilyer Abreu","BOS",120,518,457,114,68,26,1,20,64,68,55,1,126,2,4,0,,10,3,0.250392,0.106205,0.244144,0.435008,0.331698,0.440238,0.334301,0.771936,0.189846,4.18807,0.30169,-0.0152387,-0.10567,70.1411,8.93543,110.635,-0.120909,8.73618,6.372215308248997,3.086182117462158,2.79181,221.7899932861328,,,,,,,632.1,5.2675,632.1,5.2675,,,,,,,,,,,,,,,,,,,"Wilyer Abreu","23772",677800
"Dillon Dingler","DET",110,435,394,96,62,19,2,14,50,50,29,1,108,8,3,1,,1,1,0.242912,0.0664391,0.249307,0.266495,0.305015,0.402552,0.307992,0.707567,0.159639,3.18044,0.298152,0.0689503,-0.66642,49.6332,-1.78901,96.4572,-0.59747,6.15745,-2.414705216884613,14.657445430755615,2.78511,243.24000549316406,,,,,,,451.8,4.107272727,451.8,4.107272727,,,,,,,,,,,,,,,,,,,"Dillon Dingler","27464",693307
"Marcus Semien","NYM",149,644,575,135,91,25,2,18,74,71,59,1,108,4,5,1,,12,3,0.235428,0.0915039,0.168474,0.543132,0.308769,0.376813,0.301393,0.685582,0.141385,4.36159,0.259514,0.344686,0.180708,69.9959,-6.09767,95.3502,0.525394,6.66644,-3.023701310157776,8.566441893577576,2.75924,254.6199951171875,,,,,,,637.5,4.278523489,637.5,4.278523489,,,,,,,,,,,,,,,,,,,"Marcus Semien","12533",543760
"Colson Montgomery","CHW",139,602,531,121,75,23,3,21,73,69,54,1,174,11,4,1,,3,2,0.228672,0.0895921,0.289468,0.309507,0.310905,0.401931,0.311579,0.712835,0.173259,3.78147,0.295227,-0.0345452,-1.35194,70.4095,-0.721484,98.9217,-1.38648,1.91903,-2.1515735387802124,8.369027256965637,2.75602,225.8300018310547,,,,,,,622.9,4.481294964,622.9,4.481294964,,,,,,,,,,,,,,,,,,,"Colson Montgomery","29712",695657
"Cody Bellinger","NYY",143,616,555,139,91,26,2,20,78,76,53,1,98,3,4,1,,12,3,0.251149,0.0852553,0.158373,0.538319,0.317421,0.41706,0.318745,0.734481,0.165911,4.72717,0.269522,0.239952,0.168121,75.6311,2.84595,105.244,0.408073,6.51862,4.21525913476944,1.2686243057250977,2.73027,78.02999877929688,,,,,,,680.6,4.759440559,680.6,4.759440559,,,,,,,,,,,,,,,,,,,"Cody Bellinger","15998",641355
"Ezequiel Tovar","COL",151,651,605,157,98,35,3,21,78,82,34,0,158,5,5,3,,9,4,0.26033,0.052595,0.242405,0.216972,0.302923,0.435389,0.317518,0.738312,0.175059,4.82456,0.316412,0.607857,-0.710296,79.2793,2.35862,89.4419,-0.102439,6.22568,-8.248717688024044,13.200681686401367,2.72263,206.7899932861328,,,,,,,713.1,4.722516556,713.1,4.722516556,,,,,,,,,,,,,,,,,,,"Ezequiel Tovar","24064",678662
"Luke Keaschall","MIN",130,560,486,123,84,26,1,13,66,60,55,1,105,13,4,2,,25,6,0.254054,0.0983594,0.187122,0.525642,0.343121,0.390975,0.324495,0.734097,0.136921,5.03913,0.296785,0.038571,1.55605,71.3699,5.20154,107.319,1.59462,-0.582111,6.425092697143555,0.8178884983062744,2.71305,134.52000427246094,,,,,,,640.8,4.929230769,640.8,4.929230769,,,,,,,,,,,,,,,,,,,"Luke Keaschall","33321",807712
"Iván Herrera","STL",139,593,516,136,92,25,1,18,73,68,62,2,117,10,4,1,,10,3,0.263768,0.104854,0.196897,0.532533,0.351827,0.423618,0.339259,0.775445,0.15985,4.06272,0.305651,0.36862,-0.250119,82.6836,12.6161,120.136,0.118501,3.04738,14.27095153927803,-7.502616882324219,2.71104,160.2100067138672,,,,,,,719.6,5.176978417,719.6,5.176978417,,,,,,,,,,,,,,,,,,,"Ivan Herrera","20599",671056
"Kyle Stowers","MIA",141,609,541,135,77,27,3,28,80,84,56,2,170,8,4,0,,4,3,0.249227,0.0914129,0.278986,0.327662,0.325597,0.464002,0.339155,0.789598,0.214775,3.99963,0.307885,0.289708,-1.13406,84.8633,12.9052,116.576,-0.844356,1.30713,11.120303452014923,-5.117870092391968,2.68714,130,,,,,,,764.8,5.424113475,764.8,5.424113475,,,,,,,,,,,,,,,,,,,"Kyle Stowers","26151",669065
"Bryson Stott","PHI",144,623,557,142,99,27,2,14,73,65,56,1,104,3,4,3,,26,6,0.255223,0.0899006,0.166534,0.539832,0.324651,0.387131,0.312466,0.711782,0.131908,5.47628,0.288569,0.460109,1.87505,73.3142,-0.2981,98.0237,2.33516,2.32068,0.8759204149246216,4.645684480667114,2.6856,183.8300018310547,,,,,,,669.1,4.646527777,669.1,4.646527777,,,,,,,,,,,,,,,,,,,"Bryson Stott","26294",681082
"Tyler Soderstrom","ATH",136,588,529,136,80,29,2,25,75,83,48,2,139,6,4,0,,4,3,0.256735,0.0823919,0.23691,0.347777,0.323578,0.460107,0.336744,0.783685,0.203372,3.35197,0.29994,-0.182712,-1.49939,80.7857,11.309,113.695,-1.6821,4.72286,7.808584094047546,-1.927135944366455,2.67235,89.33999633789062,,,,,,,724.3,5.325735294,724.3,5.325735294,,,,,,,,,,,,,,,,,,,"Tyler Soderstrom","27467",691016
"Trent Grisham","NYY",130,560,480,110,65,20,1,24,72,73,70,2,135,6,4,0,,6,2,0.229607,0.125358,0.241419,0.519257,0.332259,0.425168,0.330503,0.757427,0.195561,3.61217,0.265963,-0.168559,-0.654152,74.1013,7.93302,113.343,-0.82271,-3.57028,7.984166860580444,-1.5702836513519287,2.62822,267.8299865722656,,,,,,,659.1,5.07,659.1,5.07,,,,,,,,,,,,,,,,,,,"Trent Grisham","18564",663757
"Otto Lopez","MIA",141,609,554,146,104,28,3,12,70,62,42,1,96,5,4,4,,18,6,0.263485,0.0693054,0.158372,0.437612,0.318728,0.386825,0.308626,0.705552,0.12334,5.05229,0.298191,0.585462,0.316658,69.7679,-2.1901,95.6627,0.90212,1.01287,-2.228531539440155,7.537873983383179,2.61623,232.2100067138672,,,,,,,633.1,4.490070921,633.1,4.490070921,,,,,,,,,,,,,,,,,,,"Otto Lopez","19608",672640
"Colton Cowser","BAL",118,511,448,107,64,22,1,20,64,67,52,1,154,7,4,0,,13,4,0.23969,0.101108,0.300941,0.335974,0.326075,0.428959,0.328385,0.755034,0.189269,4.89591,0.314179,0.293535,0.318759,66.7387,6.36012,112.2,0.612294,-1.82144,7.960213601589203,0.003563404083251953,2.61424,269.1700134277344,,,,,,,599.2,5.077966101,599.2,5.077966101,,,,,,,,,,,,,,,,,,,"Colton Cowser","29591",681297
"Ian Happ","CHC",152,658,569,138,84,30,1,22,82,80,79,2,155,5,5,0,,9,3,0.242237,0.119888,0.235859,0.508301,0.337167,0.415123,0.329077,0.75229,0.172886,3.92749,0.292311,-0.326038,-0.424642,86.3074,8.55961,112.806,-0.75068,1.35917,9.236256659030914,-5.790831804275513,2.59232,188.7899932861328,,,,,,,764,5.026315789,764,5.026315789,,,,,,,,,,,,,,,,,,,"Ian Happ","17919",664023
"JJ Wetherholt","STL",123,532,464,116,78,23,1,14,61,55,53,1,98,9,4,2,,12,3,0.250256,0.0996316,0.183863,0.54188,0.336536,0.391645,0.321101,0.728181,0.141389,4.50215,0.287846,0,0.47424,66.3351,3.47524,107.698,0.47424,-0.0162354,5.327780246734619,2.083764486014843,2.5692,999,,,,,,,590,4.796747967,590,4.796747967,,,,,,,,,,,,,,,,,,,"JJ Wetherholt","sa3025154",802139
"Munetaka Murakami","CHW",136,588,488,108,59,18,1,30,75,77,89,2,200,6,4,0,,12,4,0.220654,0.15148,0.340914,0.444334,0.345737,0.44582,0.344464,0.791557,0.225166,3.81953,0.296276,-0.142622,0.00245127,84.4714,14.9947,121.575,-0.140171,0,14.811919391155243,-10.199999809265137,2.54246,999,,,,,,,753.3,5.538970588,753.3,5.538970588,,,,,,,,,,,,,,,,,,,"Munetaka Murakami","sa3063258",808959
"Bo Naylor","CLE",117,461,405,90,54,20,1,15,53,52,50,1,112,3,3,0,,6,2,0.223523,0.107448,0.243387,0.441468,0.310825,0.390506,0.307662,0.701331,0.166983,4.00056,0.268383,-0.112119,-0.442273,52.4293,-2.0178,97.665,-0.554392,1.76962,-1.8225407004356384,10.76961886882782,2.53807,593.2100219726562,,,,,,,468.5,4.004273504,468.5,4.004273504,,,,,,,,,,,,,,,,,,,"Bo Naylor","21865",666310
"Salvador Perez","KCR",152,626,577,146,91,26,0,29,70,87,33,1,127,11,4,1,,1,0,0.253179,0.0527738,0.202388,0.260755,0.303406,0.449039,0.323221,0.752445,0.195861,1.69494,0.275049,-2.87202,-0.929678,79.0829,5.16348,104.182,-3.8017,3.38313,-0.7182412147521973,3.9331271648406982,2.53193,96.9000015258789,,,,,,,722.5,4.753289473,722.5,4.753289473,,,,,,,,,,,,,,,,,,,"Salvador Perez","7304",521692
"Brandon Nimmo","TEX",146,630,556,139,91,26,2,20,78,74,59,2,136,10,4,1,,10,3,0.250771,0.0937516,0.215583,0.434875,0.330734,0.4144,0.32536,0.745134,0.163629,4.38133,0.295156,-0.18412,-0.397576,80.7334,6.29402,110.078,-0.581697,3.77262,6.901220679283142,-4.077378749847412,2.50742,152.07000732421875,,,,,,,714.8,4.89589041,714.8,4.89589041,,,,,,,,,,,,,,,,,,,"Brandon Nimmo","12927",607043
"Jake Cronenworth","SDP",146,630,545,126,84,26,3,14,75,62,66,1,124,12,4,2,,5,2,0.231634,0.104817,0.196356,0.53381,0.325778,0.366125,0.307622,0.691903,0.134491,4.10292,0.272433,0.116778,-0.918151,71.6605,-2.77884,100.055,-0.801374,2.68741,-0.7603006809949875,4.187414646148682,2.49513,734.9000244140625,,,,,,,622.6,4.264383561,622.6,4.264383561,,,,,,,,,,,,,,,,,,,"Jake Cronenworth","18036",630105
"Ryan Jeffers","MIN",130,523,459,114,72,25,1,16,63,63,50,1,110,9,4,1,,3,1,0.247342,0.0952298,0.209549,0.454452,0.330528,0.410098,0.324111,0.740626,0.162756,3.14349,0.289041,-0.582764,-0.783988,66.4655,4.69265,107.053,-1.36675,-1.39351,2.9794777631759644,3.2064898014068604,2.47391,319.1700134277344,,,,,,,587.9,4.522307692,587.9,4.522307692,,,,,,,,,,,,,,,,,,,"Ryan Jeffers","24618",680777
"Randy Arozarena","SEA",157,679,587,140,87,29,1,23,85,83,68,2,177,18,5,1,,25,9,0.238037,0.0997952,0.26073,0.382753,0.333202,0.407989,0.325246,0.741191,0.169952,5.05524,0.298377,-0.870849,0.271562,86.9498,6.72074,115.125,-0.599288,-3.4045,11.50509774684906,-10.879501581192017,2.45506,91.58999633789062,,,,,,,783.3,4.989171974,783.3,4.989171974,,,,,,,,,,,,,,,,,,,"Randy Arozarena","19290",668227
"Samuel Basallo","BAL",105,438,396,102,61,20,2,19,57,62,36,1,106,3,3,0,,2,1,0.25785,0.0813967,0.242627,0.335481,0.321488,0.463095,0.336517,0.784584,0.205246,3.10264,0.302883,-0.0178045,-0.850058,60.1238,8.34705,117.802,-0.867862,3.08005,8.326259195804596,0.20505070686340332,2.41595,174.10000610351562,,,,,,,541.2,5.154285714,541.2,5.154285714,,,,,,,,,,,,,,,,,,,"Samuel Basallo","28824",694212
"Jose Altuve","HOU",144,623,559,144,100,27,0,17,72,71,53,1,108,6,4,1,,14,4,0.257725,0.0849804,0.173963,0.488497,0.325957,0.399311,0.317381,0.725268,0.141585,3.85458,0.289892,-0.43029,-0.0460789,75.8003,2.18803,103.751,-0.476369,0.489728,2.277841240167618,-0.1852717101573944,2.40795,120.76000213623047,,,,,,,677.9,4.707638888,677.9,4.707638888,,,,,,,,,,,,,,,,,,,"Jose Altuve","5417",514888
"J.P. Crawford","SEA",147,637,551,132,95,26,1,11,72,61,73,1,122,6,4,2,,6,2,0.240279,0.114282,0.19128,0.597461,0.332932,0.348712,0.305192,0.681644,0.108434,3.47245,0.287882,-0.129661,-0.541709,71.2,-4.06648,101.311,-0.67137,-5.56208,0.3127848505973816,1.2629246711730957,2.40437,737.1400146484375,,,,,,,615.5,4.187074829,615.5,4.187074829,,,,,,,,,,,,,,,,,,,"J.P. Crawford","15491",641487
"Kazuma Okamoto","TOR",130,560,492,115,65,24,1,25,67,75,58,1,139,6,4,0,,3,1,0.23294,0.102791,0.247663,0.415044,0.318594,0.436772,0.327041,0.755365,0.203832,2.81071,0.269821,-0.320625,-0.594313,72.5274,6.35904,110.434,-0.914938,0,5.971735060214996,-1.7999999523162842,2.39882,999,,,,,,,657.2,5.055384615,657.2,5.055384615,,,,,,,,,,,,,,,,,,,"Kazuma Okamoto","sa3063134",672960
"Anthony Volpe","NYY",110,476,426,102,61,22,3,15,61,58,40,1,109,5,3,2,,20,5,0.238705,0.083609,0.228032,0.366654,0.308917,0.412765,0.313216,0.721682,0.174059,6.29816,0.282899,0.795812,1.0909,56.3051,0.0620632,101.435,1.88671,-0.857644,2.691555082798004,4.242355704307556,2.38563,679.8300170898438,,,,,,,526.1,4.782727272,526.1,4.782727272,,,,,,,,,,,,,,,,,,,"Anthony Volpe","27647",683011
"Matt McLain","CIN",143,616,542,127,80,26,2,20,72,70,61,1,168,8,4,1,,19,4,0.234481,0.098344,0.272763,0.360548,0.317926,0.397504,0.31368,0.715429,0.163023,5.09723,0.299273,0.215065,0.981329,73.0979,0.312705,95.5862,1.19639,2.28188,-2.0260900259017944,4.6818766593933105,2.36856,183.10000610351562,,,,,,,675.9,4.726573426,675.9,4.726573426,,,,,,,,,,,,,,,,,,,"Matt McLain","29695",680574
"Alec Bohm","PHI",141,609,557,150,103,30,2,16,72,71,40,1,98,5,4,3,,4,1,0.270223,0.0660996,0.161063,0.410396,0.323126,0.414235,0.320208,0.737361,0.144011,3.32861,0.301203,-0.302401,-0.71765,75.4946,3.5366,103.327,-1.02005,-0.0931378,1.3815032243728638,1.3318621218204498,2.35062,278.760009765625,,,,,,,671.6,4.763120567,671.6,4.763120567,,,,,,,,,,,,,,,,,,,"Alec Bohm","21618",664761
